ID_Sobre,Proyecto,Tipo_Documento,Fecha_Envio,proba_incumplimiento,riesgo_predicho,dias_estimados_completar
03454cb6-210c-4962-869e-39e746bf071e,Puerto Vallarta,Contratos de vinculación,2026-04-16,0.40285652685818024,Bajo,8.3
0349f693-cca7-498a-831a-0930a4cc3086,Puerto Vallarta,Cierre de venta,2026-04-16,0.44372157887017366,Bajo,7.8
035a6ce8-84c5-4d68-8008-d37f98121eee,San Agustin,Otrosí ajuste de salarios,2026-04-12,0.30160305813063065,Bajo,7.1
0396971e-b24a-42b7-ac3d-7cf5b8d79e01,Tayrona,Otrosí ajuste de salarios,2026-04-30,0.6437994089727114,Medio,6.9
03abb056-9253-432e-a73f-2db2f97c5263,Indigo,Otrosí,2026-03-31,0.761949402123692,Alto,19.1
03c36e31-34c5-4bf1-8358-ad7f1703d4d1,Puerto Vallarta,Otrosí,2026-04-28,0.6177025544453477,Medio,12.5
03caa6a0-7cde-4f11-bdb5-5b54656dbfa8,Turquesa,Otrosí,2026-04-26,0.4590076172649246,Bajo,5.2
03d2fe57-1fac-45cd-8417-72a7ba1a47c3,Puerto Vallarta,Promesa de compraventa,2026-04-07,0.6124771517893591,Medio,11.5
03e190f9-f9a4-4998-835c-816ba9417b8c,Nature Aqua,Otrosí,2026-04-19,0.5583948579717197,Medio,5.2
03f3a0db-d339-418e-9df9-e33bf780666c,Turquesa,Otrosí,2026-04-09,0.4951079309433346,Bajo,7.4
03fe662f-c874-4fdd-b5d3-5c3019932760,Puerto Vallarta,Otrosí ajuste de salarios,2026-03-24,0.9647380819135489,Alto,18.9
0431ca63-82bd-421e-a331-ddf14856fbd7,San Agustin,Otrosí,2026-04-29,0.3709637997496902,Bajo,3.8
0442d623-9c9a-429f-aa8d-05ff87c53882,Tayrona,Otrosí ajuste de salarios,2026-04-20,0.560493475078991,Medio,10.8
044ed771-1e75-49e7-9b12-cdcf7393a95f,Velvet,Otrosí,2026-03-14,0.8347524666165469,Alto,37.0
04546074-4d59-4c00-8ce6-e39d8d2fc836,Puerto Vallarta,Contratos de vinculación,2026-04-18,0.28039685909169926,Bajo,5.5
046de36d-71e3-41fa-bff4-f8b906297178,Murano,Promesa de compraventa,2026-03-29,0.6920388729276223,Medio,21.3
04849fb2-e86f-43f4-a0c6-487b48a98ca8,Verde Silvestre,Otrosí,2026-03-27,0.8211991087791229,Alto,22.7
050fa0c7-9951-44b2-bf3e-7bebc75a22fa,Nature Bio,Promesa de compraventa,2026-02-12,0.7312629652939373,Medio,38.0
052e6572-bc7a-4b2f-8221-2f7f84043a70,Verde Silvestre,Promesa de compraventa,2026-04-14,0.39966494927276786,Bajo,12.6
0558eae2-3d10-4ea8-a728-2d1db64742e0,Puerto Capri,Otrosí,2026-04-28,0.5910874683724708,Medio,7.1
056b1e51-6303-4137-8946-6666682a038a,Puerto Vallarta,Otrosí ajuste de salarios,2026-05-02,0.7884646506147925,Alto,15.0
05783106-e8bb-4526-9597-4a9925ff567b,Nature Bio,Otrosí,2026-04-16,0.5117033545012778,Bajo,7.7
0584ff9f-074f-45c8-97c0-d95a4af572ec,Indigo,Tipo pendiente por clasificar,2026-04-23,0.2643911131732911,Bajo,6.5
0592f427-417c-44e3-9cab-4bb207cf34be,Villa Vento,Otrosí,2026-01-21,0.950227435002913,Alto,55.4
05c408a6-0a1e-4820-aa5c-872b6a479dcf,Villa Vento,Otrosí,2026-04-27,0.7905896331376155,Alto,25.5
05e7b718-e0e5-4647-bc22-978ef6d09f46,Puerto Vallarta,Otrosí ajuste de salarios,2026-04-17,0.7453984733047616,Medio,21.9
0612383d-c6b7-46e5-81f6-2f15d8c24bf7,San Agustin,Otrosí ajuste de salarios,2026-04-17,0.4066212310782607,Bajo,7.4
0635d942-72b4-49f4-abbc-31d3626bc962,San Agustin,Otrosí ajuste de salarios,2026-04-26,0.30160305813063065,Bajo,7.1
06399ee9-76b8-4fe3-b23f-5fa979ca69a2,Tayrona,Otrosí ajuste de salarios,2026-04-28,0.7114202807373884,Medio,13.4
0651b4ba-da79-47a8-ad94-51c4701325a5,Puerto Vallarta,Otrosí ajuste de salarios,2026-04-10,0.7453984733047616,Medio,21.9
07417ef5-e569-4b06-b2aa-af33d002cf89,San Agustin,Otrosí,2026-02-11,0.636224252645189,Medio,11.5
076db748-c0c1-4ff5-929e-c3274206de5f,Villa Vento,Otrosí,2026-04-18,0.7864714133931939,Alto,17.3
07b973e5-df43-46db-9ea6-21bfe619221b,Lino,Otrosí,2026-04-13,0.4537655342181794,Bajo,5.9
07cf0298-ed6d-4c18-8901-8e9463d51570,Puerto Vallarta,Otrosí,2026-04-30,0.6170521293838079,Medio,12.1
07ee0bbc-4c0f-47dd-94a5-d7bef93d52d0,San Agustin,Exoneración impuesto rentas y registro,2026-03-27,0.9102483958901534,Alto,31.1
081ce905-b87a-4180-91a6-fe5197dd92af,Puerto Vallarta,Contratos de vinculación,2026-04-16,0.40285652685818024,Bajo,8.3
083a6dee-63f3-4d2d-9f18-2eedc5fbe24b,Villa Vento,Tipo pendiente por clasificar,2026-04-09,0.21822104927598876,Bajo,6.3
085e9376-1fbc-4fb1-942f-353f6802e061,Tayrona,Otrosí ajuste de salarios,2026-04-13,0.560493475078991,Medio,10.8
092f5c8f-d7ff-4406-b3d8-03f40ca6015a,Tayrona,Otrosí ajuste de salarios,2026-04-06,0.6908064598442288,Medio,13.6
0954aabb-a7d9-4c91-9c6d-91845a76f699,Tayrona,Otrosí ajuste de salarios,2026-04-14,0.6518531590196524,Medio,10.1
0965d59f-706a-4f4d-8405-2222e11b3ea9,Turquesa,Otrosí,2026-04-25,0.44483279169224355,Bajo,5.2
09a2f914-1a61-4a24-b7e6-e6dc8d556182,San Agustin,Contratos de vinculación,2026-04-07,0.16102634657472603,Bajo,6.0
09b3c765-4f47-4b5e-ba47-05cb32f27e27,Puerto Vallarta,Otrosí,2026-04-28,0.6177025544453477,Medio,12.5
09fa7a10-2134-4e8b-947f-7c4af58fe6c5,Monte Rosa,Cierre de venta,2026-05-02,0.33329116012362114,Bajo,4.6
0a0fa40f-d47f-46c3-86a2-72a6ba4593c1,San Agustin,Contratos de vinculación,2026-04-08,0.1389270608782138,Bajo,5.5
0a1a2129-eaf9-42da-a93d-bb5e343888fc,Lino,Otrosí,2026-04-15,0.4920942091604576,Bajo,6.9
0a5db85c-5b6f-434a-aac3-bde83e6e4e3d,Villa Vento,Otrosí ajuste de salarios,2026-04-12,0.7562915742227916,Alto,7.3
0a67544e-9e38-4ec1-8368-68631fbf520e,Indigo,Otrosí,2026-04-20,0.4460228782763005,Bajo,6.9
0a92d97f-8011-48c7-a24e-8f7bf3584481,Verde Silvestre,Otrosí,2026-04-25,0.5826376440931206,Medio,6.0
0addefd4-5288-40ff-b6e2-0ecf855da724,Nature Aqua,Cierre de venta,2026-04-29,0.46303259125367385,Bajo,6.1
0af3aed2-0a94-44d0-b885-f29900f81001,Puerto Sereno,Otrosí,2026-03-16,0.8269572306132418,Alto,19.0
0af4d58a-bafc-4520-852a-2627888182f1,Velvet,Otrosí,2026-03-12,0.781225850937823,Alto,39.7
0b843b43-5fc0-4c3b-93a0-5de590c2aeac,Villa Vento,Otrosí,2026-04-20,0.7844158532292418,Alto,14.2
0ba0d584-7c1a-4bd5-af66-e5a06b1ac611,Villa Vento,Cesión de derechos,2025-11-27,0.8933398261628323,Alto,37.2
0bda79d8-2066-4c25-b616-7f09982f5862,Villa Vento,Otrosí,2026-04-18,0.7864714133931939,Alto,17.3
0c07eba1-86cb-46d5-881f-679e8bb3d991,Velvet,Contrato mera tenencia,2026-02-19,0.7832211949942546,Alto,21.4
0c1c886b-b51c-4677-9cc5-549a5a8ff9a7,Verde Olivo,Otrosí,2026-03-12,0.8144718098089869,Alto,18.8
0c3c9f3a-a581-49bc-b94b-2831a58fd33f,San Agustin,Cesión de derechos,2026-04-17,0.5387468358097244,Bajo,9.9
0c6857d9-01e7-4824-b134-271b7efe8f97,Villa Vento,Promesa de compraventa,2026-04-30,0.6540483942623745,Medio,39.5
0cb6b1cf-19d6-41fb-98d9-844a7e8a1611,Puerto Vallarta,Exoneración impuesto rentas y registro,2026-04-21,0.12613962742120827,Bajo,7.7
0cda8243-620e-4569-890b-d46ebb93d484,Villa Vento,Otrosí,2026-04-01,0.8352471821334677,Alto,11.0
0cdfbe7f-2c26-4524-a367-0c32f52890ed,Puerto Vallarta,Otrosí ajuste de salarios,2026-04-22,0.8224957297471218,Alto,20.6
0cf512f1-04bc-45b3-aba7-a7a5505a6087,Puerto Capri,Cierre de venta,2026-05-02,0.5361908011466524,Bajo,20.2
0d04f960-a20f-420b-9046-0ad69f6062fd,Verde Silvestre,Promesa de compraventa,2026-04-16,0.4417329846950778,Bajo,15.3
0d208f61-9fb1-488c-b18d-86dd6b537912,Puerto Vallarta,Contratos de vinculación,2026-04-16,0.44026243582047764,Bajo,9.1
0d3811b3-6900-45e9-9199-25f58135c202,Urbanity,Cesión de derechos,2026-04-18,0.6473788868356634,Medio,8.0
0d454244-44b1-4568-9b85-4571041e07e4,Verde Olivo,Promesa de compraventa,2026-03-14,0.6816006717915029,Medio,17.5
0d8d5abe-52aa-4eaf-a4eb-667a9f70b09f,Villa Vento,Otrosí,2026-04-11,0.7864714133931939,Alto,17.3
0db5727f-64a9-43ee-a623-05f43a1914da,Puerto Capri,Otrosí,2026-04-28,0.5910874683724708,Medio,7.1
0db8e2e7-a368-448b-8c63-bd4ba89af47c,Verde Olivo,Cierre de venta,2026-03-28,0.4505516246514214,Bajo,11.7
0dc99a7c-f3a0-4f62-aa04-7c175b6ae51f,Puerto Vallarta,Otrosí ajuste de salarios,2026-04-21,0.8601996482398448,Alto,15.7
0dfc503c-6627-468f-a5ee-5c9acae17726,Verde Olivo,Contrato mera tenencia,2026-02-28,0.7321650829933553,Medio,23.5
0e100b7f-9468-43ec-b0ce-afca56fa06ae,San Agustin,Otrosí ajuste de salarios,2026-04-29,0.4592388888932195,Bajo,10.5
0e33f333-07e7-4fac-b1f4-8191e861b5e2,Bosque del Rio,Otrosí,2026-03-11,0.5110758639775402,Bajo,8.1
0e38801c-56a0-47ba-98ec-192819fe51c7,Luna del Cerro,Cierre de venta,2026-04-29,0.4535913611246364,Bajo,7.5
0ea731e4-509f-47ab-a123-c998c7d94090,Verde Olivo,Contrato mera tenencia,2026-02-24,0.7588170761576621,Alto,18.5
0f0b0a6d-8843-45cd-b5f3-eaf74a12516a,Puerto Vallarta,Otrosí ajuste de salarios,2026-04-26,0.7566818890098742,Alto,17.0
0f2797b9-1655-4cf9-ba41-bd016846be46,Turquesa,Cesión de derechos,2026-04-15,0.6803112252700538,Medio,7.6
0f2e877e-4535-4eee-a831-fe976c0744d7,San Agustin,Exoneración impuesto rentas y registro,2026-04-21,0.10315859821269574,Bajo,4.1
0f673546-a7d8-4998-86f0-a30aa0839545,Nature Bio,Promesa de compraventa,2026-04-18,0.5869510205678381,Medio,17.7
1015d024-f86d-45f1-9c21-bccb0656262f,Nature Aqua,Promesa de compraventa,2026-05-01,0.6605315318579298,Medio,37.6
1026ce51-b7f1-438b-956f-6516524bc16f,Puerto Vallarta,Otrosí ajuste de salarios,2026-04-29,0.8630515598339819,Alto,25.3
1042023c-24c3-4e33-9a37-c2bc4617f220,San Agustin,Exoneración impuesto rentas y registro,2026-03-27,0.9102483958901534,Alto,31.1
107f2d0e-7fe7-46e3-89b1-90fc8099760d,Puerto Vallarta,Contratos de vinculación,2026-04-18,0.28039685909169926,Bajo,5.5
10d18b51-b4f3-45b1-b7cb-b66f69a2cd28,Puerto Vallarta,Otrosí ajuste de salarios,2026-04-11,0.7889682632290929,Alto,21.7
10d53f76-b886-4c88-b9e2-3a47d51e646d,Puerto Vallarta,Otrosí ajuste de salarios,2026-03-27,0.9624800643493724,Alto,17.3
110ef2fc-a9cd-45d4-9ec2-6fc22255d291,Puerto Vallarta,Otrosí ajuste de salarios,2026-04-14,0.8580628930286757,Alto,13.3
11670ef6-f90d-406a-9336-ce5cb068552f,Puerto Vallarta,Otrosí ajuste de salarios,2026-04-08,0.8630515598339819,Alto,25.3
117726c8-5751-4a5e-85c7-ab91c92e82bb,Nature Aqua,Promesa de compraventa,2026-04-22,0.6120775631058065,Medio,24.2
1177b728-64c0-4759-88e5-d4e7500220b5,Villa Vento,Otrosí ajuste de salarios,2026-04-12,0.3488456651907175,Bajo,6.3
118014f3-6f51-43df-bec1-0cdcfaa34e96,Tayrona,Otrosí,2026-04-29,0.4234219326463067,Bajo,6.9
11c42ef9-c088-46a3-96fe-7273093e1303,Monte Rosa,Promesa de compraventa,2026-04-06,0.6205253641921001,Medio,33.1
11da2e94-07a9-4124-81ac-3c382b4d1a35,Puerto Vallarta,Otrosí ajuste de salarios,2026-04-15,0.8612395205388584,Alto,22.3
11e9bfb0-25e6-4921-894d-6f2f2a1fcfdd,Puerto Vallarta,Otrosí ajuste de salarios,2026-04-19,0.7566818890098742,Alto,17.0
125c2444-17c7-420d-9365-00934971f0fb,Verde Silvestre,Promesa de compraventa,2026-04-22,0.43372237743584807,Bajo,15.2
1288cbfb-91b9-400f-92c5-b562a36f2bfb,Velvet,Tipo pendiente por clasificar,2026-04-06,0.3155930430230077,Bajo,5.5
12c509dd-c0f8-4012-a11f-ae7f2e81d057,Puerto Vallarta,Otrosí ajuste de salarios,2026-05-02,0.7511646447982032,Alto,16.2
12ce5152-ae94-4fbe-841b-7ba7e3e84d21,Puerto Vallarta,Otrosí ajuste de salarios,2026-03-29,0.9593349820065527,Alto,17.2
12d4edab-9e69-46d4-97cf-85f382afd4aa,Murano,Promesa de compraventa,2026-04-09,0.4932828333608268,Bajo,13.4
1338504c-1814-4208-94e0-a0c6ca445fec,Villa Vento,Otrosí ajuste de salarios,2026-04-11,0.7592192041354302,Alto,11.3
13445a67-ec3b-4643-86e6-2b4465c3f54e,Puerto Vallarta,Contrato mera tenencia,2025-11-13,0.8139033797525872,Alto,29.6
13a03add-2199-4bf3-ae82-5559ceb6c955,Puerto Sereno,Cierre de venta,2026-04-16,0.6794177914960536,Medio,6.5
13a9a7d0-ba01-48dd-b276-f32cf5b01213,San Agustin,Exoneración impuesto rentas y registro,2026-03-27,0.9102483958901534,Alto,31.1
13da020e-ce24-49e3-8d02-52792f27a87c,Velvet,Otrosí,2026-04-22,0.5372647500164591,Bajo,13.0
143f6243-6006-47fc-945b-9a61ac210a46,Monte Rosa,Promesa de compraventa,2026-04-18,0.5837651413890419,Medio,13.8
14b8b2a2-e122-4365-a214-3ee943dbe93c,Verde Silvestre,Promesa de compraventa,2026-04-26,0.5018938431320433,Bajo,15.3
14cfe7df-2fea-43fa-87ed-0601f7f96c9f,Verde Silvestre,Otrosí,2026-04-29,0.6487132733203841,Medio,13.5
14e39446-33a0-41e5-8aa3-749aa6c05f0b,Velvet,Otrosí,2026-03-08,0.8197066184040948,Alto,43.7
14eab8ea-d2d8-46a3-a490-b309198ce144,Villa Vento,Otrosí,2026-04-13,0.7363768383379501,Medio,15.2
15059050-fa10-499d-86e3-5fa13dc6e9dd,Villa Vento,Otrosí ajuste de salarios,2026-04-14,0.8276850149422981,Alto,12.1
152f0810-5a4a-44b8-8826-aab7684fcf1c,Villa Vento,Otrosí ajuste de salarios,2026-04-29,0.8679105294045469,Alto,9.1
155c7691-5942-4fe0-b9e0-4bfac643dbe9,Puerto Capri,Otrosí,2026-04-27,0.5623516832725398,Medio,5.9
1586ab25-fbed-4454-8e9b-5ab660b0120b,Verde Olivo,Otrosí,2026-03-18,0.7809931926923487,Alto,18.0
15f35395-179f-4d34-8d38-7841944829c1,Velvet,Otrosí,2026-03-09,0.8022357331580219,Alto,25.9
1627a0ba-3cdf-4281-b358-0f6cbf7f2b26,Puerto Vallarta,Otrosí ajuste de salarios,2026-04-16,0.8440815212383219,Alto,7.4
168e3c1e-0006-4125-ace0-ebf9a3418363,Verde Silvestre,Otrosí,2026-04-07,0.6004276498833628,Medio,7.6
16bb8587-fbac-49c2-ad35-edec2d8edf9e,Puerto Capri,Otrosí,2026-03-12,0.7870805373440866,Alto,17.5
16c23a3a-64e7-48b0-bbfc-502518cc0a06,Puerto Capri,Otrosí,2026-04-29,0.5786242673357999,Medio,6.9
16de658c-8fa7-4c24-8b1b-503d3bcd443b,Puerto Vallarta,Otrosí ajuste de salarios,2026-04-19,0.7566818890098742,Alto,17.0
1719c6a3-6582-40df-97be-da68dd98cfaa,Puerto Vallarta,Otrosí ajuste de salarios,2026-04-17,0.5919113068584931,Medio,16.8
17211030-a579-439b-8af7-f1f2f1605929,Villa Vento,Otrosí,2026-04-20,0.7844158532292418,Alto,14.2
17438a81-4ec5-4b1d-96ad-d11e944d0a27,Entrebosques,Otrosí,2026-04-19,0.5670607419589627,Medio,5.1
174b9201-ddb5-486b-a9f9-de29e2298aa3,San Agustin,Otrosí ajuste de salarios,2026-04-29,0.6411671518237841,Medio,10.5
176d5c24-2876-40a0-a4c7-c6168e4837b4,San Agustin,Otrosí ajuste de salarios,2026-04-28,0.6559260159516408,Medio,6.9
1777b20e-22f1-4c9c-99a0-35604244dc70,Indigo,Tipo pendiente por clasificar,2026-04-23,0.2643911131732911,Bajo,6.5
177d764f-0942-499d-b014-d648ffc7d029,San Agustin,Exoneración impuesto rentas y registro,2026-04-28,0.10315859821269574,Bajo,4.1
18298374-49ce-413a-818a-24d21674dce8,Puerto Vallarta,Otrosí ajuste de salarios,2026-04-28,0.8580628930286757,Alto,13.3
182b6912-5a60-4f6c-a01e-8e02efcda7d3,San Agustin,Contratos de vinculación,2026-04-07,0.16102634657472603,Bajo,6.0
1841d2e3-5106-454c-9a1b-392a809de196,Nature Bio,Promesa de compraventa,2026-04-26,0.6131281129549498,Medio,16.7
18792cdb-f8a9-463b-9064-6cbda28a3c17,Bulevar Verde,Contrato mera tenencia,2026-01-13,0.7610145366495646,Alto,62.7
18c3d0a8-fdc5-4c68-999f-384d7441cd8c,Villa Vento,Otrosí ajuste de salarios,2026-04-13,0.35429324815994073,Bajo,13.0
1913e74a-5375-4ce5-a5db-e883caeb043f,Bulevar Verde,Contrato mera tenencia,2026-01-13,0.7872925055894712,Alto,60.6
192932ef-cd3f-4d0b-a0f9-39d3219caddc,Puerto Vallarta,Otrosí ajuste de salarios,2026-04-30,0.8440815212383219,Alto,7.4
193e0280-45f5-4729-b356-43bfcd7c03e2,Verde Olivo,Contrato mera tenencia,2026-04-14,0.5216877264458217,Bajo,13.9
195e04e2-f204-46f4-bbdb-ad9f3ab3bb68,Nature Bio,Otrosí,2026-04-28,0.501803794226513,Bajo,10.1
196efd3e-2ca6-4090-b4b1-24c94928bbcd,Villa Vento,Otrosí,2026-01-20,0.9135484777829594,Alto,53.4
19a5a354-140b-4fa3-9a56-554dd487ac53,Puerto Capri,Cierre de venta,2026-04-01,0.5996122108750189,Medio,15.6
19bd18bb-4399-4230-b691-a3884ec972de,San Agustin,Contrato mera tenencia,2026-04-27,0.46404247202560645,Bajo,9.4
19c0ff40-f681-4e34-b9d3-8c0491f5cf7f,Villa Vento,Otrosí ajuste de salarios,2026-04-12,0.7562915742227916,Alto,7.3
19db627f-8b8b-455a-be93-ac4fb5846c3c,Verde Olivo,Otrosí,2026-04-05,0.47896661366509,Bajo,5.2
19e4fde2-1857-4fde-8bf5-0d0f5befd712,Villa Vento,Otrosí ajuste de salarios,2026-04-13,0.35429324815994073,Bajo,13.0
19ea9a3c-7b43-48bd-a31f-66d8281bd052,Monte Rosa,Promesa de compraventa,2026-04-13,0.6205253641921001,Medio,33.1
19f464b3-9a4b-4d41-9661-be84f2e29929,Puerto Sereno,Otrosí,2026-04-15,0.6847862714313568,Medio,7.7
1a5172c9-609b-46e8-8eb6-47e609e797e6,San Agustin,Otrosí,2026-01-04,0.8336759693158933,Alto,16.7
1a7757c5-4f76-43f4-b12f-f92003c2b03d,San Agustin,Otrosí ajuste de salarios,2026-04-27,0.28928297641489276,Bajo,5.1
1ac24d80-d2b0-4799-a007-63c7f619d520,Velvet,Otrosí,2026-03-16,0.7943212069481185,Alto,24.9
1ace8400-8c32-4c56-92e4-b9245384fb8e,Cocuy,Cierre de venta,2026-04-25,0.32968896975935813,Bajo,4.5
1af4daf3-155a-4461-9a49-7e0e4de6a74b,San Agustin,Promesa de compraventa,2026-04-10,0.4741679031987654,Bajo,10.9
1b27483c-0a56-4cd8-af18-1adcfb4be2df,Puerto Vallarta,Contratos de vinculación,2026-04-16,0.44026243582047764,Bajo,9.1
1bd05db8-8e51-431d-b943-51e518e80d81,Nature Bio,Cesión de derechos,2026-04-24,0.7169368810633897,Medio,10.7
1bdeea98-a3ca-416a-a4d1-d3d8d9498de2,Tayrona,Otrosí,2026-02-03,0.682721922652309,Medio,11.3
1c3780d9-7740-4312-9676-363088f5e36f,Verde Olivo,Promesa de compraventa,2026-03-26,0.6006171553501504,Medio,19.8
1c60e73a-3748-47b5-a5d9-9d0fcd48099b,Puerto Vallarta,Otrosí ajuste de salarios,2026-04-26,0.7566818890098742,Alto,17.0
1ca85b1c-302c-4b0f-a5bb-e83efe84afc1,Verde Silvestre,Otrosí,2026-04-20,0.550696463691832,Medio,6.2
1caaebcb-988e-4f28-a7bd-7a71ad21bac4,Tayrona,Otrosí ajuste de salarios,2026-04-25,0.39576701519776164,Bajo,9.0
1cbbc222-8b13-488c-82e4-47c4fdbc5963,Villa Vento,Otrosí ajuste de salarios,2026-03-21,0.9703604340469364,Alto,17.1
1cd8248a-dec2-4572-9d5d-5ffb892d1a57,Velvet,Tipo pendiente por clasificar,2026-04-06,0.3155930430230077,Bajo,5.5
1cfa5b42-af34-447b-a73c-13b0f83db18d,Puerto Vallarta,Otrosí,2026-04-30,0.6126490816592935,Medio,12.0
1d5d7b3e-21ea-4b9c-b095-d1358044ccc3,Puerto Sereno,Otrosí,2026-03-15,0.8475065462109957,Alto,20.6
1dd4939e-e859-4db2-93fb-171747a6ef20,Puerto Vallarta,Otrosí ajuste de salarios,2026-04-28,0.8601996482398448,Alto,15.7
1de9e521-be0b-4a1e-9543-829c653dc7c5,Verde Olivo,Otrosí,2026-03-30,0.8161491214723631,Alto,17.6
1e09431c-4794-458b-be6c-da4f4f5dbecd,Tayrona,Otrosí ajuste de salarios,2026-04-14,0.7013865249267096,Medio,10.1
1e528e44-3a32-4688-b95e-2e033478c29e,Puerto Capri,Otrosí,2026-04-10,0.5753361483124299,Medio,6.4
1e546806-fd6f-4a44-827c-f3f86ef8b5eb,Nature Aqua,Otrosí,2026-04-21,0.5447729001544344,Bajo,7.4
1e901cff-8d72-4e6c-b04b-d7bcce01f04d,Verde Silvestre,Otrosí,2026-02-22,0.8354353553781396,Alto,20.2
1e92b76f-73f6-4324-b175-3571f52281ba,Puerto Vallarta,Otrosí ajuste de salarios,2026-04-26,0.7566818890098742,Alto,17.0
1eb57623-9fb0-4e22-9bb2-fd0d8733f8a3,Villa Vento,Otrosí ajuste de salarios,2026-03-28,0.9703604340469364,Alto,17.1
1eb6d0a9-a8e4-4d7d-9bf4-d7c73a69a64f,Bosque Rosa,Cierre de venta,2026-04-28,0.4767917322731759,Bajo,5.5
1f032796-214c-4c76-b175-1cedda5f79ee,Puerto Capri,Otrosí,2026-04-27,0.5623516832725398,Medio,5.9
1f26bb9a-5b08-44d6-8ac8-b4542d1f7ce0,Nature Bio,Otrosí,2026-04-24,0.48542856624004765,Bajo,9.1
1f52667f-d580-4f15-9a38-766a06f24342,Puerto Sereno,Cierre de venta,2026-04-16,0.6794177914960536,Medio,6.5
1f6c6203-7ed2-449a-b83b-f2998120dbf9,Puerto Vallarta,Otrosí,2026-01-22,0.8320910851612188,Alto,21.8
1f7a03f7-f129-42a7-9e2e-c14be0784796,Biocity Grand,Promesa de compraventa,2026-04-28,0.43016159686462574,Bajo,9.9
1f9322aa-65a9-4d78-9040-faafb72ab28b,Nature Bio,Otrosí,2026-04-23,0.5033461083112392,Bajo,10.7
1fa49462-8742-4d9f-a713-f0b7301f396a,Puerto Vallarta,Contratos de vinculación,2026-04-18,0.28039685909169926,Bajo,5.5
1fd71460-1864-48c0-a529-085b8d9152d5,Puerto Capri,Otrosí,2026-05-02,0.5525772839280046,Medio,4.7
1fdcaf53-b2fc-49cc-b7fd-fed75be73e27,Nature Bio,Otrosí,2026-04-13,0.46182715310541333,Bajo,8.6
1ff9a3d4-fb4c-4863-a508-f8e4e472caac,Monte Rosa,Promesa de compraventa,2026-04-10,0.580183983739206,Medio,13.0
200ffd4d-04fe-48ca-b12a-3c7a67f8b84a,Velvet,Tipo pendiente por clasificar,2026-04-06,0.3155930430230077,Bajo,5.5
20215243-02c3-4c32-a008-2c0e176059c8,Murano,Cierre de venta,2026-04-28,0.4792797637031694,Bajo,6.0
203564b2-8d8c-43f1-ab43-2ef30e8711b4,Tayrona,Otrosí ajuste de salarios,2026-03-17,0.9243648898226056,Alto,39.7
204fd52a-a3f9-4300-9e72-8feda2e3dbaf,Villa Vento,Otrosí ajuste de salarios,2026-03-31,0.8928694755250772,Alto,11.1
2061d8ec-0c12-49e5-872e-b68c2d612b2e,Villa Vento,Otrosí ajuste de salarios,2026-04-24,0.7483498061204137,Medio,7.4
20d4f1b4-89bd-400c-8c8d-944014b9be39,San Agustin,Otrosí,2025-12-28,0.6736029084957876,Medio,45.1
20f4302e-b4da-4956-9c16-29c66bd98ec2,San Agustin,Otrosí ajuste de salarios,2026-04-29,0.6411671518237841,Medio,10.5
